LocationTime,Location,country,year,sex,age,suicides_no,population,suicides/100k pop, gdp_for_year ($) ,gdp_per_capita ($)
FRA-2010,FRA,France,2010,female,5-14 ,17,3763028,0.45,"2,642,609,548,930",44747
FRA-2011,FRA,France,2011,male,75+ ,1423,2127014,66.9,"2,861,408,170,265",48217
FRA-2011,FRA,France,2011,male,35-54 ,3151,8492211,37.1,"2,861,408,170,265",48217
FRA-2011,FRA,France,2011,male,55-74 ,2048,6298402,32.52,"2,861,408,170,265",48217
FRA-2011,FRA,France,2011,male,25-34 ,778,3844358,20.24,"2,861,408,170,265",48217
FRA-2011,FRA,France,2011,female,75+ ,453,3588632,12.62,"2,861,408,170,265",48217
FRA-2011,FRA,France,2011,female,55-74 ,846,6902929,12.26,"2,861,408,170,265",48217
FRA-2011,FRA,France,2011,female,35-54 ,1011,8695673,11.63,"2,861,408,170,265",48217
FRA-2011,FRA,France,2011,male,15-24 ,367,3914976,9.37,"2,861,408,170,265",48217
FRA-2011,FRA,France,2011,female,25-34 ,171,3930109,4.35,"2,861,408,170,265",48217
FRA-2011,FRA,France,2011,female,15-24 ,124,3794959,3.27,"2,861,408,170,265",48217
FRA-2011,FRA,France,2011,male,5-14 ,23,3969371,0.58,"2,861,408,170,265",48217
FRA-2011,FRA,France,2011,female,5-14 ,13,3786009,0.34,"2,861,408,170,265",48217
FRA-2012,FRA,France,2012,male,75+ ,1415,2168819,65.24,"2,683,825,225,093",45002
FRA-2012,FRA,France,2012,male,35-54 ,2903,8465545,34.29,"2,683,825,225,093",45002
FRA-2012,FRA,France,2012,male,55-74 ,1939,6408537,30.26,"2,683,825,225,093",45002
FRA-2012,FRA,France,2012,male,25-34 ,688,3856840,17.84,"2,683,825,225,093",45002
FRA-2012,FRA,France,2012,female,75+ ,459,3626173,12.66,"2,683,825,225,093",45002
FRA-2012,FRA,France,2012,female,55-74 ,767,7023009,10.92,"2,683,825,225,093",45002
FRA-2012,FRA,France,2012,female,35-54 ,891,8655592,10.29,"2,683,825,225,093",45002
FRA-2012,FRA,France,2012,male,15-24 ,359,3900107,9.2,"2,683,825,225,093",45002
FRA-2012,FRA,France,2012,female,25-34 ,183,3948305,4.63,"2,683,825,225,093",45002
FRA-2012,FRA,France,2012,female,15-24 ,106,3776265,2.81,"2,683,825,225,093",45002
FRA-2012,FRA,France,2012,male,5-14 ,22,3995444,0.55,"2,683,825,225,093",45002
FRA-2012,FRA,France,2012,female,5-14 ,11,3813821,0.29,"2,683,825,225,093",45002
FRA-2013,FRA,France,2013,male,75+ ,1342,2201053,60.97,"2,811,077,725,704",46922
FRA-2013,FRA,France,2013,male,35-54 ,2852,8444516,33.77,"2,811,077,725,704",46922
FRA-2013,FRA,France,2013,male,55-74 ,2003,6526578,30.69,"2,811,077,725,704",46922
FRA-2013,FRA,France,2013,male,25-34 ,700,3873724,18.07,"2,811,077,725,704",46922
FRA-2013,FRA,France,2013,female,75+ ,426,3642541,11.7,"2,811,077,725,704",46922
FRA-2013,FRA,France,2013,female,55-74 ,816,7157766,11.4,"2,811,077,725,704",46922
FRA-2013,FRA,France,2013,female,35-54 ,846,8632938,9.8,"2,811,077,725,704",46922
FRA-2013,FRA,France,2013,male,15-24 ,310,3849077,8.05,"2,811,077,725,704",46922
FRA-2013,FRA,France,2013,female,25-34 ,160,3972053,4.03,"2,811,077,725,704",46922
FRA-2013,FRA,France,2013,female,15-24 ,116,3728182,3.11,"2,811,077,725,704",46922
FRA-2013,FRA,France,2013,male,5-14 ,18,4032157,0.45,"2,811,077,725,704",46922
FRA-2013,FRA,France,2013,female,5-14 ,11,3849484,0.29,"2,811,077,725,704",46922
FRA-2014,FRA,France,2014,male,75+ ,1324,2243922,59.0,"2,852,165,760,630",47318
FRA-2014,FRA,France,2014,male,35-54 ,2536,8426009,30.1,"2,852,165,760,630",47318
FRA-2014,FRA,France,2014,male,55-74 ,1825,6655516,27.42,"2,852,165,760,630",47318
FRA-2014,FRA,France,2014,male,25-34 ,680,3877350,17.54,"2,852,165,760,630",47318
FRA-2014,FRA,France,2014,female,75+ ,424,3677450,11.53,"2,852,165,760,630",47318
FRA-2014,FRA,France,2014,female,55-74 ,744,7300857,10.19,"2,852,165,760,630",47318
FRA-2014,FRA,France,2014,female,35-54 ,778,8608404,9.04,"2,852,165,760,630",47318
FRA-2014,FRA,France,2014,male,15-24 ,282,3841223,7.34,"2,852,165,760,630",47318
FRA-2014,FRA,France,2014,female,25-34 ,170,3985618,4.27,"2,852,165,760,630",47318
FRA-2014,FRA,France,2014,female,15-24 ,92,3711936,2.48,"2,852,165,760,630",47318
FRA-2014,FRA,France,2014,male,5-14 ,14,4069116,0.34,"2,852,165,760,630",47318
FRA-2014,FRA,France,2014,female,5-14 ,12,3878553,0.31,"2,852,165,760,630",47318
DEU-1990,DEU,Germany,1990,male,75+ ,1516,1717700,88.26,"1,764,967,948,917",23546
DEU-1990,DEU,Germany,1990,male,55-74 ,2406,6593100,36.49,"1,764,967,948,917",23546
DEU-1990,DEU,Germany,1990,male,35-54 ,3302,11127100,29.68,"1,764,967,948,917",23546
DEU-1990,DEU,Germany,1990,female,75+ ,1174,3978800,29.51,"1,764,967,948,917",23546
DEU-1990,DEU,Germany,1990,male,25-34 ,1488,6721200,22.14,"1,764,967,948,917",23546
DEU-1990,DEU,Germany,1990,female,55-74 ,1417,8537700,16.6,"1,764,967,948,917",23546
DEU-1990,DEU,Germany,1990,male,15-24 ,800,5565400,14.37,"1,764,967,948,917",23546
DEU-1990,DEU,Germany,1990,female,35-54 ,1128,10742900,10.5,"1,764,967,948,917",23546
DEU-1990,DEU,Germany,1990,female,25-34 ,434,6328000,6.86,"1,764,967,948,917",23546
DEU-1990,DEU,Germany,1990,female,15-24 ,228,5288600,4.31,"1,764,967,948,917",23546
DEU-1990,DEU,Germany,1990,male,5-14 ,22,4290400,0.51,"1,764,967,948,917",23546
DEU-1990,DEU,Germany,1990,female,5-14 ,9,4067900,0.22,"1,764,967,948,917",23546
DEU-1991,DEU,Germany,1991,male,75+ ,1459,1660100,87.89,"1,861,873,895,109",24662
DEU-1991,DEU,Germany,1991,male,55-74 ,2445,6843000,35.73,"1,861,873,895,109",24662
DEU-1991,DEU,Germany,1991,male,35-54 ,3427,11178200,30.66,"1,861,873,895,109",24662
DEU-1991,DEU,Germany,1991,female,75+ ,1153,3906500,29.51,"1,861,873,895,109",24662
DEU-1991,DEU,Germany,1991,male,25-34 ,1523,6923800,22.0,"1,861,873,895,109",24662
DEU-1991,DEU,Germany,1991,female,55-74 ,1400,8711800,16.07,"1,861,873,895,109",24662
DEU-1991,DEU,Germany,1991,male,15-24 ,775,5374900,14.42,"1,861,873,895,109",24662
DEU-1991,DEU,Germany,1991,female,35-54 ,1200,10784200,11.13,"1,861,873,895,109",24662
DEU-1991,DEU,Germany,1991,female,25-34 ,411,6488800,6.33,"1,861,873,895,109",24662
DEU-1991,DEU,Germany,1991,female,15-24 ,185,5100000,3.63,"1,861,873,895,109",24662
DEU-1991,DEU,Germany,1991,male,5-14 ,27,4374100,0.62,"1,861,873,895,109",24662
DEU-1991,DEU,Germany,1991,female,5-14 ,5,4150500,0.12,"1,861,873,895,109",24662
DEU-1992,DEU,Germany,1992,male,75+ ,1395,1587600,87.87,"2,123,130,870,382",27888
DEU-1992,DEU,Germany,1992,male,55-74 ,2405,7149100,33.64,"2,123,130,870,382",27888
DEU-1992,DEU,Germany,1992,female,75+ ,1105,3796100,29.11,"2,123,130,870,382",27888
DEU-1992,DEU,Germany,1992,male,35-54 ,3250,11253500,28.88,"2,123,130,870,382",27888
DEU-1992,DEU,Germany,1992,male,25-34 ,1576,7109900,22.17,"2,123,130,870,382",27888
DEU-1992,DEU,Germany,1992,female,55-74 ,1375,8957600,15.35,"2,123,130,870,382",27888
DEU-1992,DEU,Germany,1992,male,15-24 ,674,5203300,12.95,"2,123,130,870,382",27888
DEU-1992,DEU,Germany,1992,female,35-54 ,1093,10830700,10.09,"2,123,130,870,382",27888
DEU-1992,DEU,Germany,1992,female,25-34 ,384,6626000,5.8,"2,123,130,870,382",27888
DEU-1992,DEU,Germany,1992,female,15-24 ,163,4914400,3.32,"2,123,130,870,382",27888
DEU-1992,DEU,Germany,1992,male,5-14 ,26,4466700,0.58,"2,123,130,870,382",27888
DEU-1992,DEU,Germany,1992,female,5-14 ,12,4236800,0.28,"2,123,130,870,382",27888
DEU-1993,DEU,Germany,1993,male,75+ ,1296,1519500,85.29,"2,068,555,542,411",26937
DEU-1993,DEU,Germany,1993,male,55-74 ,2485,7481800,33.21,"2,068,555,542,411",26937
DEU-1993,DEU,Germany,1993,male,35-54 ,3033,11313100,26.81,"2,068,555,542,411",26937
DEU-1993,DEU,Germany,1993,female,75+ ,884,3684600,23.99,"2,068,555,542,411",26937
DEU-1993,DEU,Germany,1993,male,25-34 ,1467,7256700,20.22,"2,068,555,542,411",26937
DEU-1993,DEU,Germany,1993,female,55-74 ,1296,9235200,14.03,"2,068,555,542,411",26937
DEU-1993,DEU,Germany,1993,male,15-24 ,632,5047700,12.52,"2,068,555,542,411",26937
DEU-1993,DEU,Germany,1993,female,35-54 ,1009,10876700,9.28,"2,068,555,542,411",26937
DEU-1993,DEU,Germany,1993,female,25-34 ,371,6736600,5.51,"2,068,555,542,411",26937
DEU-1993,DEU,Germany,1993,female,15-24 ,157,4748600,3.31,"2,068,555,542,411",26937
DEU-1993,DEU,Germany,1993,male,5-14 ,47,4564700,1.03,"2,068,555,542,411",26937
DEU-1993,DEU,Germany,1993,female,5-14 ,13,4328200,0.3,"2,068,555,542,411",26937
DEU-1994,DEU,Germany,1994,male,75+ ,1196,1482300,80.69,"2,205,966,011,812",28588
DEU-1994,DEU,Germany,1994,male,55-74 ,2527,7799100,32.4,"2,205,966,011,812",28588
DEU-1994,DEU,Germany,1994,male,35-54 ,3154,11313100,27.88,"2,205,966,011,812",28588
DEU-1994,DEU,Germany,1994,female,75+ ,819,3631600,22.55,"2,205,966,011,812",28588
DEU-1994,DEU,Germany,1994,male,25-34 ,1541,7293700,21.13,"2,205,966,011,812",28588
DEU-1994,DEU,Germany,1994,male,15-24 ,682,4865000,14.02,"2,205,966,011,812",28588
DEU-1994,DEU,Germany,1994,female,55-74 ,1261,9477200,13.31,"2,205,966,011,812",28588
DEU-1994,DEU,Germany,1994,female,35-54 ,971,10893100,8.91,"2,205,966,011,812",28588
DEU-1994,DEU,Germany,1994,female,25-34 ,350,6777700,5.16,"2,205,966,011,812",28588
DEU-1994,DEU,Germany,1994,female,15-24 ,170,4591200,3.7,"2,205,966,011,812",28588
DEU-1994,DEU,Germany,1994,male,5-14 ,30,4637800,0.65,"2,205,966,011,812",28588
DEU-1994,DEU,Germany,1994,female,5-14 ,17,4401600,0.39,"2,205,966,011,812",28588
DEU-1995,DEU,Germany,1995,male,75+ ,1254,1506200,83.26,"2,591,620,035,485",33420
DEU-1995,DEU,Germany,1995,male,55-74 ,2597,8085300,32.12,"2,591,620,035,485",33420
DEU-1995,DEU,Germany,1995,male,35-54 ,3251,11336900,28.68,"2,591,620,035,485",33420
DEU-1995,DEU,Germany,1995,female,75+ ,884,3692800,23.94,"2,591,620,035,485",33420
DEU-1995,DEU,Germany,1995,male,25-34 ,1452,7257600,20.01,"2,591,620,035,485",33420
DEU-1995,DEU,Germany,1995,male,15-24 ,630,4738700,13.29,"2,591,620,035,485",33420
DEU-1995,DEU,Germany,1995,female,55-74 ,1266,9630800,13.15,"2,591,620,035,485",33420
DEU-1995,DEU,Germany,1995,female,35-54 ,983,10912900,9.01,"2,591,620,035,485",33420
DEU-1995,DEU,Germany,1995,female,25-34 ,343,6749100,5.08,"2,591,620,035,485",33420
DEU-1995,DEU,Germany,1995,female,15-24 ,176,4487000,3.92,"2,591,620,035,485",33420
DEU-1995,DEU,Germany,1995,male,5-14 ,38,4695200,0.81,"2,591,620,035,485",33420
DEU-1995,DEU,Germany,1995,female,5-14 ,14,4455000,0.31,"2,591,620,035,485",33420
DEU-1996,DEU,Germany,1996,male,75+ ,1176,1557200,75.52,"2,503,665,193,657",32147
DEU-1996,DEU,Germany,1996,male,55-74 ,2463,8320900,29.6,"2,503,665,193,657",32147
DEU-1996,DEU,Germany,1996,male,35-54 ,3023,11396300,26.53,"2,503,665,193,657",32147
DEU-1996,DEU,Germany,1996,female,75+ ,790,3802500,20.78,"2,503,665,193,657",32147
DEU-1996,DEU,Germany,1996,male,25-34 ,1441,7162600,20.12,"2,503,665,193,657",32147
DEU-1996,DEU,Germany,1996,female,55-74 ,1249,9712700,12.86,"2,503,665,193,657",32147
DEU-1996,DEU,Germany,1996,male,15-24 ,589,4670600,12.61,"2,503,665,193,657",32147
DEU-1996,DEU,Germany,1996,female,35-54 ,937,10969800,8.54,"2,503,665,193,657",32147
DEU-1996,DEU,Germany,1996,female,25-34 ,351,6663000,5.27,"2,503,665,193,657",32147
DEU-1996,DEU,Germany,1996,female,15-24 ,157,4430800,3.54,"2,503,665,193,657",32147
DEU-1996,DEU,Germany,1996,male,5-14 ,36,4720200,0.76,"2,503,665,193,657",32147
DEU-1996,DEU,Germany,1996,female,5-14 ,13,4475900,0.29,"2,503,665,193,657",32147
DEU-1997,DEU,Germany,1997,male,75+ ,1135,1608200,70.58,"2,218,689,375,141",28420
DEU-1997,DEU,Germany,1997,male,55-74 ,2550,8485700,30.05,"2,218,689,375,141",28420
DEU-1997,DEU,Germany,1997,male,35-54 ,3177,11528000,27.56,"2,218,689,375,141",28420
DEU-1997,DEU,Germany,1997,female,75+ ,802,3905400,20.54,"2,218,689,375,141",28420
DEU-1997,DEU,Germany,1997,male,25-34 ,1345,6985900,19.25,"2,218,689,375,141",28420
DEU-1997,DEU,Germany,1997,male,15-24 ,600,4633400,12.95,"2,218,689,375,141",28420
DEU-1997,DEU,Germany,1997,female,55-74 ,1175,9736500,12.07,"2,218,689,375,141",28420
DEU-1997,DEU,Germany,1997,female,35-54 ,931,11111600,8.38,"2,218,689,375,141",28420
DEU-1997,DEU,Germany,1997,female,25-34 ,363,6510000,5.58,"2,218,689,375,141",28420
DEU-1997,DEU,Germany,1997,female,15-24 ,142,4408500,3.22,"2,218,689,375,141",28420
DEU-1997,DEU,Germany,1997,male,5-14 ,28,4703100,0.6,"2,218,689,375,141",28420
DEU-1997,DEU,Germany,1997,female,5-14 ,8,4451600,0.18,"2,218,689,375,141",28420
DEU-1998,DEU,Germany,1998,male,75+ ,1126,1648000,68.33,"2,243,225,519,618",28733
DEU-1998,DEU,Germany,1998,male,55-74 ,2542,8601300,29.55,"2,243,225,519,618",28733
DEU-1998,DEU,Germany,1998,male,35-54 ,3039,11704700,25.96,"2,243,225,519,618",28733
DEU-1998,DEU,Germany,1998,male,25-34 ,1251,6712100,18.64,"2,243,225,519,618",28733
DEU-1998,DEU,Germany,1998,female,75+ ,701,3977300,17.63,"2,243,225,519,618",28733
DEU-1998,DEU,Germany,1998,male,15-24 ,589,4635800,12.71,"2,243,225,519,618",28733
DEU-1998,DEU,Germany,1998,female,55-74 ,1048,9724400,10.78,"2,243,225,519,618",28733
DEU-1998,DEU,Germany,1998,female,35-54 ,855,11290200,7.57,"2,243,225,519,618",28733
DEU-1998,DEU,Germany,1998,female,25-34 ,298,6286800,4.74,"2,243,225,519,618",28733
DEU-1998,DEU,Germany,1998,female,15-24 ,155,4413700,3.51,"2,243,225,519,618",28733
DEU-1998,DEU,Germany,1998,male,5-14 ,34,4658200,0.73,"2,243,225,519,618",28733
DEU-1998,DEU,Germany,1998,female,5-14 ,16,4418600,0.36,"2,243,225,519,618",28733
DEU-1999,DEU,Germany,1999,male,75+ ,1045,1684700,62.03,"2,199,957,383,337",28154
DEU-1999,DEU,Germany,1999,male,55-74 ,2421,8721900,27.76,"2,199,957,383,337",28154
DEU-1999,DEU,Germany,1999,male,35-54 ,2863,11918600,24.02,"2,199,957,383,337",28154
DEU-1999,DEU,Germany,1999,female,75+ ,749,4045200,18.52,"2,199,957,383,337",28154
DEU-1999,DEU,Germany,1999,male,25-34 ,1132,6411800,17.65,"2,199,957,383,337",28154
DEU-1999,DEU,Germany,1999,male,15-24 ,595,4669200,12.74,"2,199,957,383,337",28154
DEU-1999,DEU,Germany,1999,female,55-74 ,1045,9734700,10.73,"2,199,957,383,337",28154
DEU-1999,DEU,Germany,1999,female,35-54 ,877,11487800,7.63,"2,199,957,383,337",28154
DEU-1999,DEU,Germany,1999,female,25-34 ,265,6028800,4.4,"2,199,957,383,337",28154
DEU-1999,DEU,Germany,1999,female,15-24 ,133,4447600,2.99,"2,199,957,383,337",28154
DEU-1999,DEU,Germany,1999,male,5-14 ,26,4615600,0.56,"2,199,957,383,337",28154
DEU-1999,DEU,Germany,1999,female,5-14 ,9,4375300,0.21,"2,199,957,383,337",28154
DEU-2000,DEU,Germany,2000,male,75+ ,1069,1738251,61.5,"1,949,953,934,034",24922
DEU-2000,DEU,Germany,2000,male,55-74 ,2528,8760853,28.86,"1,949,953,934,034",24922
DEU-2000,DEU,Germany,2000,male,35-54 ,2937,12201076,24.07,"1,949,953,934,034",24922
DEU-2000,DEU,Germany,2000,female,75+ ,698,4115856,16.96,"1,949,953,934,034",24922
DEU-2000,DEU,Germany,2000,male,25-34 ,1002,6118772,16.38,"1,949,953,934,034",24922
DEU-2000,DEU,Germany,2000,male,15-24 ,575,4709057,12.21,"1,949,953,934,034",24922
DEU-2000,DEU,Germany,2000,female,55-74 ,1020,9663487,10.56,"1,949,953,934,034",24922
DEU-2000,DEU,Germany,2000,female,35-54 ,834,11760414,7.09,"1,949,953,934,034",24922
DEU-2000,DEU,Germany,2000,female,25-34 ,240,5783411,4.15,"1,949,953,934,034",24922
DEU-2000,DEU,Germany,2000,female,15-24 ,137,4500217,3.04,"1,949,953,934,034",24922
DEU-2000,DEU,Germany,2000,male,5-14 ,25,4562649,0.55,"1,949,953,934,034",24922
DEU-2000,DEU,Germany,2000,female,5-14 ,8,4328023,0.18,"1,949,953,934,034",24922
DEU-2001,DEU,Germany,2001,male,75+ ,1106,1813475,60.99,"1,950,648,769,575",24874
DEU-2001,DEU,Germany,2001,male,55-74 ,2415,8745869,27.61,"1,950,648,769,575",24874
DEU-2001,DEU,Germany,2001,male,35-54 ,3060,12523074,24.43,"1,950,648,769,575",24874
DEU-2001,DEU,Germany,2001,female,75+ ,764,4192492,18.22,"1,950,648,769,575",24874
DEU-2001,DEU,Germany,2001,male,25-34 ,985,5850255,16.84,"1,950,648,769,575",24874
DEU-2001,DEU,Germany,2001,male,15-24 ,593,4764237,12.45,"1,950,648,769,575",24874
DEU-2001,DEU,Germany,2001,female,55-74 ,983,9568028,10.27,"1,950,648,769,575",24874
DEU-2001,DEU,Germany,2001,female,35-54 ,868,12069849,7.19,"1,950,648,769,575",24874
DEU-2001,DEU,Germany,2001,female,25-34 ,221,5552605,3.98,"1,950,648,769,575",24874
DEU-2001,DEU,Germany,2001,female,15-24 ,124,4561925,2.72,"1,950,648,769,575",24874
DEU-2001,DEU,Germany,2001,male,5-14 ,37,4505958,0.82,"1,950,648,769,575",24874
DEU-2001,DEU,Germany,2001,female,5-14 ,11,4273747,0.26,"1,950,648,769,575",24874
DEU-2002,DEU,Germany,2002,male,75+ ,1147,1898834,60.41,"2,079,136,081,310",26441
DEU-2002,DEU,Germany,2002,male,55-74 ,2354,8766453,26.85,"2,079,136,081,310",26441
DEU-2002,DEU,Germany,2002,male,35-54 ,3088,12777078,24.17,"2,079,136,081,310",26441
DEU-2002,DEU,Germany,2002,female,75+ ,773,4251053,18.18,"2,079,136,081,310",26441
DEU-2002,DEU,Germany,2002,male,25-34 ,903,5614445,16.08,"2,079,136,081,310",26441
DEU-2002,DEU,Germany,2002,male,15-24 ,609,4828748,12.61,"2,079,136,081,310",26441
DEU-2002,DEU,Germany,2002,female,55-74 ,1013,9531566,10.63,"2,079,136,081,310",26441
DEU-2002,DEU,Germany,2002,female,35-54 ,905,12321464,7.34,"2,079,136,081,310",26441
DEU-2002,DEU,Germany,2002,female,25-34 ,219,5348715,4.09,"2,079,136,081,310",26441
DEU-2002,DEU,Germany,2002,female,15-24 ,141,4626561,3.05,"2,079,136,081,310",26441
DEU-2002,DEU,Germany,2002,male,5-14 ,16,4448685,0.36,"2,079,136,081,310",26441
DEU-2002,DEU,Germany,2002,female,5-14 ,8,4220169,0.19,"2,079,136,081,310",26441
DEU-2003,DEU,Germany,2003,male,75+ ,1187,2000255,59.34,"2,505,733,634,312",31816
DEU-2003,DEU,Germany,2003,male,55-74 ,2416,8804362,27.44,"2,505,733,634,312",31816
DEU-2003,DEU,Germany,2003,male,35-54 ,3157,12961625,24.36,"2,505,733,634,312",31816
DEU-2003,DEU,Germany,2003,female,75+ ,775,4301218,18.02,"2,505,733,634,312",31816
DEU-2003,DEU,Germany,2003,male,25-34 ,868,5393875,16.09,"2,505,733,634,312",31816
DEU-2003,DEU,Germany,2003,male,15-24 ,537,4883892,11.0,"2,505,733,634,312",31816
DEU-2003,DEU,Germany,2003,female,55-74 ,925,9534506,9.7,"2,505,733,634,312",31816
DEU-2003,DEU,Germany,2003,female,35-54 ,887,12507791,7.09,"2,505,733,634,312",31816
DEU-2003,DEU,Germany,2003,female,25-34 ,225,5161703,4.36,"2,505,733,634,312",31816
DEU-2003,DEU,Germany,2003,female,15-24 ,155,4683375,3.31,"2,505,733,634,312",31816
DEU-2003,DEU,Germany,2003,male,5-14 ,17,4373618,0.39,"2,505,733,634,312",31816
DEU-2003,DEU,Germany,2003,female,5-14 ,6,4150241,0.14,"2,505,733,634,312",31816
DEU-2004,DEU,Germany,2004,male,75+ ,1178,2112661,55.76,"2,819,245,095,605",35772
DEU-2004,DEU,Germany,2004,male,55-74 ,2413,8860469,27.23,"2,819,245,095,605",35772
DEU-2004,DEU,Germany,2004,male,35-54 ,3001,13080225,22.94,"2,819,245,095,605",35772
DEU-2004,DEU,Germany,2004,female,75+ ,746,4360252,17.11,"2,819,245,095,605",35772
DEU-2004,DEU,Germany,2004,male,25-34 ,820,5196875,15.78,"2,819,245,095,605",35772
DEU-2004,DEU,Germany,2004,male,15-24 ,518,4922745,10.52,"2,819,245,095,605",35772
DEU-2004,DEU,Germany,2004,female,55-74 ,906,9568085,9.47,"2,819,245,095,605",35772
DEU-2004,DEU,Germany,2004,female,35-54 ,827,12631907,6.55,"2,819,245,095,605",35772
DEU-2004,DEU,Germany,2004,female,25-34 ,180,5000272,3.6,"2,819,245,095,605",35772
DEU-2004,DEU,Germany,2004,female,15-24 ,129,4726195,2.73,"2,819,245,095,605",35772
DEU-2004,DEU,Germany,2004,male,5-14 ,16,4285546,0.37,"2,819,245,095,605",35772
DEU-2004,DEU,Germany,2004,female,5-14 ,7,4066582,0.17,"2,819,245,095,605",35772
DEU-2005,DEU,Germany,2005,male,75+ ,1160,2225555,52.12,"2,861,410,272,354",36289
DEU-2005,DEU,Germany,2005,male,55-74 ,2269,8943091,25.37,"2,861,410,272,354",36289
DEU-2005,DEU,Germany,2005,male,35-54 ,2875,13137730,21.88,"2,861,410,272,354",36289
DEU-2005,DEU,Germany,2005,female,75+ ,664,4422784,15.01,"2,861,410,272,354",36289
DEU-2005,DEU,Germany,2005,male,25-34 ,730,5056621,14.44,"2,861,410,272,354",36289
DEU-2005,DEU,Germany,2005,female,55-74 ,939,9632657,9.75,"2,861,410,272,354",36289
DEU-2005,DEU,Germany,2005,male,15-24 ,479,4939294,9.7,"2,861,410,272,354",36289
DEU-2005,DEU,Germany,2005,female,35-54 ,840,12685901,6.62,"2,861,410,272,354",36289
DEU-2005,DEU,Germany,2005,female,25-34 ,171,4889216,3.5,"2,861,410,272,354",36289
DEU-2005,DEU,Germany,2005,female,15-24 ,117,4744626,2.47,"2,861,410,272,354",36289
DEU-2005,DEU,Germany,2005,male,5-14 ,18,4194004,0.43,"2,861,410,272,354",36289
DEU-2005,DEU,Germany,2005,female,5-14 ,8,3979775,0.2,"2,861,410,272,354",36289
DEU-2006,DEU,Germany,2006,male,75+ ,1160,2328668,49.81,"3,002,446,368,084",38088
DEU-2006,DEU,Germany,2006,male,55-74 ,2314,9032770,25.62,"3,002,446,368,084",38088
DEU-2006,DEU,Germany,2006,male,35-54 ,2653,13148811,20.18,"3,002,446,368,084",38088
DEU-2006,DEU,Germany,2006,female,75+ ,611,4471494,13.66,"3,002,446,368,084",38088
DEU-2006,DEU,Germany,2006,male,25-34 ,629,4963413,12.67,"3,002,446,368,084",38088
DEU-2006,DEU,Germany,2006,male,15-24 ,455,4922196,9.24,"3,002,446,368,084",38088
DEU-2006,DEU,Germany,2006,female,55-74 ,826,9713785,8.5,"3,002,446,368,084",38088
DEU-2006,DEU,Germany,2006,female,35-54 ,832,12694086,6.55,"3,002,446,368,084",38088
DEU-2006,DEU,Germany,2006,female,25-34 ,154,4819150,3.2,"3,002,446,368,084",38088
DEU-2006,DEU,Germany,2006,female,15-24 ,112,4727172,2.37,"3,002,446,368,084",38088
DEU-2006,DEU,Germany,2006,male,5-14 ,20,4107557,0.49,"3,002,446,368,084",38088
DEU-2006,DEU,Germany,2006,female,5-14 ,9,3899892,0.23,"3,002,446,368,084",38088
DEU-2007,DEU,Germany,2007,male,75+ ,1143,2417463,47.28,"3,439,953,462,907",43667
DEU-2007,DEU,Germany,2007,male,55-74 ,2213,9135373,24.22,"3,439,953,462,907",43667
DEU-2007,DEU,Germany,2007,male,35-54 ,2539,13116847,19.36,"3,439,953,462,907",43667
DEU-2007,DEU,Germany,2007,male,25-34 ,654,4913538,13.31,"3,439,953,462,907",43667
DEU-2007,DEU,Germany,2007,female,75+ ,595,4503136,13.21,"3,439,953,462,907",43667
DEU-2007,DEU,Germany,2007,male,15-24 ,448,4875778,9.19,"3,439,953,462,907",43667
DEU-2007,DEU,Germany,2007,female,55-74 ,796,9816096,8.11,"3,439,953,462,907",43667
DEU-2007,DEU,Germany,2007,female,35-54 ,742,12662132,5.86,"3,439,953,462,907",43667
DEU-2007,DEU,Germany,2007,female,25-34 ,145,4782312,3.03,"3,439,953,462,907",43667
DEU-2007,DEU,Germany,2007,female,15-24 ,110,4678848,2.35,"3,439,953,462,907",43667
DEU-2007,DEU,Germany,2007,male,5-14 ,15,4039955,0.37,"3,439,953,462,907",43667
DEU-2007,DEU,Germany,2007,female,5-14 ,9,3835107,0.23,"3,439,953,462,907",43667
DEU-2008,DEU,Germany,2008,male,75+ ,1149,2496685,46.02,"3,752,365,607,148",47702
DEU-2008,DEU,Germany,2008,male,55-74 ,2199,9240436,23.8,"3,752,365,607,148",47702
DEU-2008,DEU,Germany,2008,male,35-54 ,2598,13021164,19.95,"3,752,365,607,148",47702
DEU-2008,DEU,Germany,2008,female,75+ ,592,4521561,13.09,"3,752,365,607,148",47702
DEU-2008,DEU,Germany,2008,male,25-34 ,632,4906502,12.88,"3,752,365,607,148",47702
DEU-2008,DEU,Germany,2008,male,15-24 ,456,4821264,9.46,"3,752,365,607,148",47702
DEU-2008,DEU,Germany,2008,female,55-74 ,768,9926040,7.74,"3,752,365,607,148",47702
DEU-2008,DEU,Germany,2008,female,35-54 ,761,12574802,6.05,"3,752,365,607,148",47702
DEU-2008,DEU,Germany,2008,female,25-34 ,157,4780395,3.28,"3,752,365,607,148",47702
DEU-2008,DEU,Germany,2008,female,15-24 ,130,4619410,2.81,"3,752,365,607,148",47702
DEU-2008,DEU,Germany,2008,male,5-14 ,11,3978422,0.28,"3,752,365,607,148",47702
DEU-2008,DEU,Germany,2008,female,5-14 ,6,3776108,0.16,"3,752,365,607,148",47702
DEU-2009,DEU,Germany,2009,male,75+ ,1209,2599960,46.5,"3,418,005,001,389",43570
DEU-2009,DEU,Germany,2009,male,55-74 ,2277,9307706,24.46,"3,418,005,001,389",43570
